Código,Instituição executora,Estado,Estratégia do trecho,Data,Ponto - Lat,Ponto - Long,Espécies - Classe,Espécies - Ordem,Espécies - Espécie,Espécie ameaçada,Caracterização do ambiente,Condição,Cidade
324794,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Diário,2024-10-18,-208.494,-40.746,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Piuma
324791,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Acionamento,2024-10-18,-20.839,-406.298,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Anchieta
324790,Instituto BW para a Conservação e Medicina da Fauna Marinha - IBW / Grupo de Estudos de Mamíferos Marinhos - GEMM Lagos,Rio de Janeiro,Diário,2024-10-18,-2.134.546,-4.096.419,Reptilia,Testudines,Caretta caretta,Não,Arenoso,Morto,São Francisco de Itabapoana
324789,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Acionamento,2024-10-18,-208.154,-406.339,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Anchieta
324784,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Acionamento,2024-10-18,-208.313,-406.325,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Anchieta
324783,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Diário,2024-10-18,-209.079,-40.782,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Itapemirim
324757,Instituto de Pesquisa e Reabilitação de Animais Marinhos - IPRAM,Espírito Santo,Diário,2024-10-18,-1.851.491,-3.972.747,Aves,Suliformes,Sula dactylatra,Não,Arenoso,Morto,Conceição da Barra
324754,Instituto de Pesquisa e Reabilitação de Animais Marinhos - IPRAM,Espírito Santo,Diário,2024-10-18,-2.018.372,-40.191.551,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Serra
324735,Fundação Projeto Tamar - FPT,Espírito Santo,Diário,2024-10-18,-20.31,-402.842,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Vitória
324731,Instituto BW para a Conservação e Medicina da Fauna Marinha - IBW / Grupo de Estudos de Mamíferos Marinhos - GEMM Lagos,Rio de Janeiro,Diário,2024-10-18,-223.239,-417.211,Aves,Suliformes,Sula leucogaster,Não,Arenoso,Morto,Macaé
324729,Instituto BW para a Conservação e Medicina da Fauna Marinha - IBW / Grupo de Estudos de Mamíferos Marinhos - GEMM Lagos,Rio de Janeiro,Diário,2024-10-18,-222.035,-41.456,Reptilia,Testudines,Lepidochelys olivacea,Não,Arenoso,Morto,Quissamã
324728,Instituto BW para a Conservação e Medicina da Fauna Marinha - IBW / Grupo de Estudos de Mamíferos Marinhos - GEMM Lagos,Rio de Janeiro,Diário,2024-10-18,-2.146.597,-4.104.307,Reptilia,Testudines,Caretta caretta,Não,Arenoso,Morto,São Francisco de Itabapoana
324727,Instituto BW para a Conservação e Medicina da Fauna Marinha - IBW / Grupo de Estudos de Mamíferos Marinhos - GEMM Lagos,Rio de Janeiro,Diário,2024-10-17,-224.505,-418.552,Mammalia,Cetacea,Sotalia guianensis,Não,Arenoso,Morto,Rio das Ostras
324684,Fundação Projeto Tamar - FPT,Espírito Santo,Acionamento,2024-10-17,-203.087,-402.806,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Vitória
324683,Instituto Albatroz,Rio de Janeiro,Diário,2024-10-17,-2.259.924,-4.199.512,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Cabo Frio
324681,Fundação Projeto Tamar - FPT,Espírito Santo,Acionamento,2024-10-17,-203.028,-402.859,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Vivo,Vitória
324679,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Acionamento,2024-10-17,-208.464.481,-407.235.852,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Vivo,Piuma
324678,Fundação Projeto Tamar - FPT,Espírito Santo,Diário,2024-10-17,-202.674,-402.686,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Vitória
324673,Instituto de Pesquisa e Reabilitação de Animais Marinhos - IPRAM,Espírito Santo,Diário,2024-10-17,-1.992.519,-4.011.139,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Aracruz
324670,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Acionamento,2024-10-17,-207.403,-405.482,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Guarapari
324668,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Acionamento,2024-10-17,-207.399,-405.474,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Guarapari
324646,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Diário,2024-10-17,-208.999,-407.765,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Itapemirim
324622,Instituto BW para a Conservação e Medicina da Fauna Marinha - IBW / Grupo de Estudos de Mamíferos Marinhos - GEMM Lagos,Rio de Janeiro,Diário,2024-10-17,-2.145.207,-4.102.918,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,São Francisco de Itabapoana
324620,Instituto BW para a Conservação e Medicina da Fauna Marinha - IBW / Grupo de Estudos de Mamíferos Marinhos - GEMM Lagos,Rio de Janeiro,Diário,2024-10-17,-2.144.102,-4.102.001,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,São Francisco de Itabapoana
324619,Instituto Albatroz,Rio de Janeiro,Diário,2024-10-17,-22.681.575,-42.007.148,Aves,Procellariiformes,Puffinus puffinus,Não,Arenoso,Vivo,Cabo Frio
324615,Instituto BW para a Conservação e Medicina da Fauna Marinha - IBW / Grupo de Estudos de Mamíferos Marinhos - GEMM Lagos,Rio de Janeiro,Diário,2024-10-17,-2.145.215,-4.102.926,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,São Francisco de Itabapoana
324606,Fundação Projeto Tamar - FPT,Espírito Santo,Diário,2024-10-16,-202.768,-402.826,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Vitória
324605,Instituto Albatroz,Rio de Janeiro,Diário,2024-10-14,-2.260.571,-4.199.705,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Cabo Frio
324604,Fundação Projeto Tamar - FPT,Espírito Santo,Diário,2024-10-16,-203.058,-402.904,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Vitória
324601,Instituto de Pesquisa e Reabilitação de Animais Marinhos - IPRAM,Espírito Santo,Diário,2024-10-16,-2.005.911,-4.018.754,Reptilia,Testudines,Caretta caretta,Não,Arenoso,Morto,Serra
324598,Instituto Albatroz,Rio de Janeiro,Diário,2024-10-16,-2.294.718,-4.203.346,Aves,Procellariiformes,Puffinus puffinus,Não,Arenoso,Vivo,Arraial do Cabo
324597,Instituto Albatroz,Rio de Janeiro,Diário,2024-10-16,-2.294.717,-4.203.347,Aves,Procellariiformes,Puffinus puffinus,Não,Arenoso,Vivo,Arraial do Cabo
324590,Instituto Albatroz,Rio de Janeiro,Diário,2024-10-16,-2.267.031,-4.199.801,Aves,Procellariiformes,Puffinus puffinus,Não,Arenoso,Vivo,Cabo Frio
324587,Fundação Projeto Tamar - FPT,Espírito Santo,Diário,2024-10-16,-202.681,-402.698,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Vitória
324584,Fundação Projeto Tamar - FPT,Espírito Santo,Diário,2024-10-16,-202.672,-402.677,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Vitória
324580,Instituto BW para a Conservação e Medicina da Fauna Marinha - IBW / Grupo de Estudos de Mamíferos Marinhos - GEMM Lagos,Rio de Janeiro,Diário,2024-10-15,-2.270.316,-4.199.089,Mammalia,Cetacea,Stenella frontalis,Não,Arenoso,Morto,Cabo Frio
324568,Instituto de Pesquisa e Reabilitação de Animais Marinhos - IPRAM,Espírito Santo,Diário,2024-10-16,-2.002.554,-4.015.786,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Fundão
324564,Instituto Albatroz,Rio de Janeiro,Diário,2024-10-16,-2.276.342,-4.193.733,Aves,Procellariiformes,Puffinus puffinus,Não,Arenoso,Morto,Armação dos Búzios
324563,Instituto Albatroz,Rio de Janeiro,Diário,2024-10-16,-2.276.386,-4.193.686,Aves,Procellariiformes,Puffinus puffinus,Não,Arenoso,Vivo,Armação dos Búzios
324561,Instituto Albatroz,Rio de Janeiro,Diário,2024-10-16,-2.276.342,-4.193.733,Reptilia,Testudines,Caretta caretta,Não,Arenoso,Morto,Armação dos Búzios
324560,Instituto Albatroz,Rio de Janeiro,Diário,2024-10-16,-2.262.336,-4.199.919,Reptilia,Testudines,Caretta caretta,Não,Arenoso,Morto,Cabo Frio
324550,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Diário,2024-10-16,-211.425,-408.814,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Marataízes
324546,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Diário,2024-10-16,-209.379,-408.017,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Itapemirim
324529,Instituto BW para a Conservação e Medicina da Fauna Marinha - IBW / Grupo de Estudos de Mamíferos Marinhos - GEMM Lagos,Rio de Janeiro,Diário,2024-10-16,-224.437,-418.505,Reptilia,Testudines,Lepidochelys olivacea,Não,Arenoso,Morto,Rio das Ostras
324524,Fundação Projeto Tamar - FPT,Espírito Santo,Diário,2024-10-15,-1.942.833,-397.166,Aves,Procellariiformes,Puffinus puffinus,Não,Arenoso,Morto,Linhares
324522,Fundação Projeto Tamar - FPT,Espírito Santo,Diário,2024-10-16,-1.887.773,-3.974.633,Aves,Suliformes,Sula leucogaster,Não,Arenoso,Morto,São Mateus
324521,Instituto Albatroz,Rio de Janeiro,Diário,2024-10-16,-2.296.107,-4.202.251,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Arraial do Cabo
324520,Fundação Projeto Tamar - FPT,Espírito Santo,Diário,2024-10-15,-1.947.817,-3.973.482,Aves,Procellariiformes,Puffinus puffinus,Não,Arenoso,Morto,Linhares
324518,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Diário,2024-10-15,-2.084.221,-4.072.824,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Piuma
324506,Instituto BW para a Conservação e Medicina da Fauna Marinha - IBW / Grupo de Estudos de Mamíferos Marinhos - GEMM Lagos,Rio de Janeiro,Diário,2024-10-15,-2.147.657,-4.105.465,Reptilia,Testudines,Caretta caretta,Não,Arenoso,Morto,São Francisco de Itabapoana
324504,Instituto BW para a Conservação e Medicina da Fauna Marinha - IBW / Grupo de Estudos de Mamíferos Marinhos - GEMM Lagos,Rio de Janeiro,Diário,2024-10-15,-2.139.235,-4.098.414,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Vivo,São Francisco de Itabapoana
324500,Instituto de Pesquisa e Reabilitação de Animais Marinhos - IPRAM,Espírito Santo,Acionamento,2024-10-15,-2.003.727,-401.613,Reptilia,Testudines,Chelonia mydas,Não,Rochoso,Morto,Fundão
324499,Instituto de Pesquisa e Reabilitação de Animais Marinhos - IPRAM,Espírito Santo,Diário,2024-10-15,-2.005.573,-4.019.211,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Vivo,Serra
324496,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Diário,2024-10-15,-208.925,-407.731,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Vivo,Itapemirim
324495,Instituto BW para a Conservação e Medicina da Fauna Marinha - IBW / Grupo de Estudos de Mamíferos Marinhos - GEMM Lagos,Rio de Janeiro,Diário,2024-10-15,-224.959,-419.004,Aves,Suliformes,Sula leucogaster,Não,Arenoso,Morto,Rio das Ostras
324494,Instituto BW para a Conservação e Medicina da Fauna Marinha - IBW / Grupo de Estudos de Mamíferos Marinhos - GEMM Lagos,Rio de Janeiro,Diário,2024-10-14,-222.148,-414.932,Aves,Procellariiformes,Puffinus puffinus,Não,Arenoso,Morto,Quissamã
324493,Instituto BW para a Conservação e Medicina da Fauna Marinha - IBW / Grupo de Estudos de Mamíferos Marinhos - GEMM Lagos,Rio de Janeiro,Diário,2024-10-15,-223.896,-417.705,Aves,Suliformes,Sula leucogaster,Não,Arenoso,Morto,Macaé
324490,Instituto BW para a Conservação e Medicina da Fauna Marinha - IBW / Grupo de Estudos de Mamíferos Marinhos - GEMM Lagos,Rio de Janeiro,Diário,2024-10-14,-22.208,-414.711,Aves,Procellariiformes,Puffinus puffinus,Não,Arenoso,Morto,Quissamã
324488,Instituto BW para a Conservação e Medicina da Fauna Marinha - IBW / Grupo de Estudos de Mamíferos Marinhos - GEMM Lagos,Rio de Janeiro,Diário,2024-10-15,-223.993,-417.899,Aves,Suliformes,Sula leucogaster,Não,Arenoso,Morto,Macaé
324485,Instituto BW para a Conservação e Medicina da Fauna Marinha - IBW / Grupo de Estudos de Mamíferos Marinhos - GEMM Lagos,Rio de Janeiro,Diário,2024-10-15,-221.651,-413.092,Reptilia,Testudines,Caretta caretta,Não,Arenoso,Morto,Quissamã
324484,Instituto BW para a Conservação e Medicina da Fauna Marinha - IBW / Grupo de Estudos de Mamíferos Marinhos - GEMM Lagos,Rio de Janeiro,Diário,2024-10-15,-221.561,-412.744,Reptilia,Testudines,Caretta caretta,Não,Arenoso,Morto,Quissamã
324482,Instituto BW para a Conservação e Medicina da Fauna Marinha - IBW / Grupo de Estudos de Mamíferos Marinhos - GEMM Lagos,Rio de Janeiro,Diário,2024-10-15,-221.511,-412.564,Reptilia,Testudines,Lepidochelys olivacea,Não,Água,Morto,Quissamã
324480,Instituto de Pesquisa e Reabilitação de Animais Marinhos - IPRAM,Espírito Santo,Diário,2024-10-14,-2.022.466,-40.205.225,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Serra
324479,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Diário,2024-10-15,-208.264,-40.686,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Anchieta
324473,Instituto BW para a Conservação e Medicina da Fauna Marinha - IBW / Grupo de Estudos de Mamíferos Marinhos - GEMM Lagos,Rio de Janeiro,Diário,2024-10-14,-221.383,-412.186,Reptilia,Testudines,Caretta caretta,Não,Água,Morto,Quissamã
324472,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Diário,2024-10-15,-21.035,-40.814,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Marataízes
324471,Instituto de Pesquisa e Reabilitação de Animais Marinhos - IPRAM,Espírito Santo,Diário,2024-10-14,-1.994.169,-4.014.114,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Aracruz
324470,Instituto BW para a Conservação e Medicina da Fauna Marinha - IBW / Grupo de Estudos de Mamíferos Marinhos - GEMM Lagos,Rio de Janeiro,Diário,2024-10-14,-221.943,-414.218,Reptilia,Testudines,Lepidochelys olivacea,Não,Arenoso,Morto,Quissamã
324444,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Diário,2024-10-15,-211.585,-408.958,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Marataízes
324435,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Diário,2024-10-15,-211.332,-408.669,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Marataízes
324414,Instituto de Pesquisa e Reabilitação de Animais Marinhos - IPRAM,Espírito Santo,Diário,2024-10-13,-19.922.508,-40.105.371,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Aracruz
324413,Instituto Albatroz,Rio de Janeiro,Diário,2024-10-15,-2.268.122,-4.199.588,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Vivo,Cabo Frio
324412,Instituto Albatroz,Rio de Janeiro,Diário,2024-10-14,-227.732,-4.188.863,Reptilia,Testudines,Lepidochelys olivacea,Não,Arenoso,Morto,Armação dos Búzios
324405,Fundação Projeto Tamar - FPT,Espírito Santo,Diário,2024-10-15,-197.169,-399.557,Aves,Procellariiformes,Puffinus griseus,Não,Arenoso,Morto,Aracruz
324402,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Diário,2024-10-15,-208.118,-406.651,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Anchieta
324401,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Diário,2024-10-15,-208.417.239,-407.240.385,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Piuma
324398,Instituto BW para a Conservação e Medicina da Fauna Marinha - IBW / Grupo de Estudos de Mamíferos Marinhos - GEMM Lagos,Rio de Janeiro,Diário,2024-10-14,-225.548,-419.762,Reptilia,Testudines,Caretta caretta,Não,Arenoso,Morto,Rio das Ostras
324393,Instituto BW para a Conservação e Medicina da Fauna Marinha - IBW / Grupo de Estudos de Mamíferos Marinhos - GEMM Lagos,Rio de Janeiro,Diário,2024-10-15,-213.458,-4.096.449,Reptilia,Testudines,Caretta caretta,Não,Arenoso,Morto,São Francisco de Itabapoana
324392,Instituto BW para a Conservação e Medicina da Fauna Marinha - IBW / Grupo de Estudos de Mamíferos Marinhos - GEMM Lagos,Rio de Janeiro,Diário,2024-10-15,-2.139.631,-4.099.461,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,São Francisco de Itabapoana
324391,Instituto BW para a Conservação e Medicina da Fauna Marinha - IBW / Grupo de Estudos de Mamíferos Marinhos - GEMM Lagos,Rio de Janeiro,Diário,2024-10-15,-2.139.796,-4.099.632,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,São Francisco de Itabapoana
324390,Instituto BW para a Conservação e Medicina da Fauna Marinha - IBW / Grupo de Estudos de Mamíferos Marinhos - GEMM Lagos,Rio de Janeiro,Diário,2024-10-15,-2.143.066,-4.101.409,Reptilia,Testudines,Caretta caretta,Não,Arenoso,Morto,São Francisco de Itabapoana
324389,Fundação Projeto Tamar - FPT,Espírito Santo,Diário,2024-10-15,-1.895.787,-3.973.705,Reptilia,Testudines,Lepidochelys olivacea,Não,Arenoso,Morto,São Mateus
324385,Instituto de Pesquisa e Reabilitação de Animais Marinhos - IPRAM,Espírito Santo,Diário,2024-10-13,-2.000.272,-4.014.845,Aves,Procellariiformes,Puffinus puffinus,Não,Arenoso,Morto,Fundão
324384,Instituto BW para a Conservação e Medicina da Fauna Marinha - IBW / Grupo de Estudos de Mamíferos Marinhos - GEMM Lagos,Rio de Janeiro,Diário,2024-10-14,-222.084,-414.728,Aves,Charadriiformes,Sterna hirundo,Não,Arenoso,Morto,Quissamã
324381,Instituto BW para a Conservação e Medicina da Fauna Marinha - IBW / Grupo de Estudos de Mamíferos Marinhos - GEMM Lagos,Rio de Janeiro,Diário,2024-10-14,-221.951,-414.246,Aves,Procellariiformes,Oceanites oceanicus,Não,Arenoso,Morto,Quissamã
324379,Instituto de Pesquisa e Reabilitação de Animais Marinhos - IPRAM,Espírito Santo,Diário,2024-10-11,-2.000.272,-4.014.845,Aves,Procellariiformes,Puffinus puffinus,Não,Arenoso,Morto,Aracruz
324375,Instituto Baleia Jubarte - IBJ,Espírito Santo,Diário,2024-10-15,-1.901.838,-397.297,Mammalia,Cetacea,Stenella attenuata,Não,Arenoso,Morto,São Mateus
324367,Fundação Projeto Tamar - FPT,Espírito Santo,Diário,2024-10-15,-187.332,-3.974.633,Aves,Procellariiformes,Puffinus puffinus,Não,Arenoso,Morto,São Mateus
324359,Instituto de Pesquisa e Reabilitação de Animais Marinhos - IPRAM,Espírito Santo,Diário,2024-10-13,-19.953.532,-40.153.375,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Aracruz
324357,Instituto BW para a Conservação e Medicina da Fauna Marinha - IBW / Grupo de Estudos de Mamíferos Marinhos - GEMM Lagos,Rio de Janeiro,Acionamento,2024-10-14,-220.414,-410.481,Aves,Procellariiformes,Puffinus puffinus,Não,Outros,Morto,Campos dos Goytacazes
324356,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Diário,2024-10-14,-209.659,-408.098,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Itapemirim
324355,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Diário,2024-10-14,-211.277,-408.588,Aves,Suliformes,Fregata magnificens,Não,Arenoso,Morto,Marataízes
324354,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Diário,2024-10-14,-210.371,-408.178,Reptilia,Testudines,Caretta caretta,Não,Arenoso,Morto,Marataízes
324353,Instituto de Pesquisa e Reabilitação de Animais Marinhos - IPRAM,Espírito Santo,Acionamento,2024-10-14,-2.003.794,-4.016.544,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Fundão
324351,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Diário,2024-10-14,-210.117,-408.083,Aves,Procellariiformes,Puffinus puffinus,Não,Arenoso,Morto,Marataízes
324349,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Acionamento,2024-10-14,-2.082.864,-4.063.226,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Anchieta
324344,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Diário,2024-10-14,-210.117,-408.084,Aves,Procellariiformes,Puffinus puffinus,Não,Arenoso,Morto,Marataízes
324343,Instituto BW para a Conservação e Medicina da Fauna Marinha - IBW / Grupo de Estudos de Mamíferos Marinhos - GEMM Lagos,Rio de Janeiro,Diário,2024-10-14,-222.189,-415.043,Aves,Procellariiformes,Puffinus puffinus,Não,Água,Vivo,Quissamã
