Código,Instituição executora,Estado,Estratégia do trecho,Maré inicial,Data,Ponto - Lat,Ponto - Long,Espécies - Classe,Espécies - Ordem,Espécies - Espécie,Espécie ameaçada,Caracterização do ambiente,Condição,Cidade
206105,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Vazante,2022-09-11,-463.051,-3.749.284,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
206055,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Vazante,2022-09-10,-472.136,-3.730.501,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
206052,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2022-09-10,-490.701,-3.719.836,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Grossos
206005,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2022-09-11,-493.242,-3.698.898,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Areia Branca
205967,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário 15,Vazante,2022-09-09,-481.151,-3.726.218,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
205929,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2022-09-09,-492.094,-3.696.307,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Areia Branca
205925,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Vazante,2022-09-08,-475.421,-3.727.933,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
205728,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Enchente,2022-08-31,-494.187,-370.647,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Areia Branca
205727,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2022-08-25,-494.858,-3.705.113,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Areia Branca
205726,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário 15,Vazante,2022-08-29,-48.770.339,-372.248.876,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Tibau
205725,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2022-08-29,-490.555,-3.719.988,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Grossos
205722,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Vazante,2022-08-27,-478.201,-3.727.242,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
205721,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Vazante,2022-08-26,-473.852,-3.728.877,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
205720,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Indeterminado,2022-08-24,-46.627,-374.368,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
205719,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2022-08-24,-489.512,-3.721.083,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Grossos
205717,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Enchente,2022-08-21,-465.671,-3.744.979,Reptilia,Testudines,Caretta caretta,Não,Água,Morto,Icapuí
205511,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Enchente,2022-09-06,-463.278,-3.749.065,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Vivo,Icapuí
205409,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Enchente,2022-09-04,-509.397,-3.613.701,Mammalia,Cetacea,Tursiops truncatus,Não,Água,Vivo,Galinhos
205340,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Enchente,2022-09-05,-474.889,-3.728.241,Reptilia,Testudines,Chelonia mydas,Não,Água,Morto,Icapuí
205263,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Enchente,2022-09-05,-494.972,-3.704.678,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Areia Branca
204587,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Enchente,2022-09-03,-508.835,-365.353,Aves,Charadriiformes,Chroicocephalus cirrocephalus,Não,Água,Vivo,Macau
204537,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2022-09-04,-503.159,-3.680.835,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Porto do Mangue
204419,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Vazante,2022-09-03,-466.368,-374.326,Reptilia,Testudines,Chelonia mydas,Não,Rochoso,Morto,Icapuí
204418,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Vazante,2022-09-03,-467.464,-3.740.811,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
204417,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Vazante,2022-09-03,-468.847,-3.735.821,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
204416,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Enchente,2022-09-03,-479.405,-3.726.858,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
204399,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2022-08-31,-486.568,-3.723.304,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Tibau
204303,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Enchente,2022-08-22,-49.287.326,-371.161.209,Aves,Charadriiformes,Himantopus mexicanus,Não,Outros,Vivo,Areia Branca
204288,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2022-09-02,-498.229,-3.685.061,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Porto do Mangue
204088,Associação de Pesquisa e Preservação de Ecossistemas Aquáticos - AQUASIS,Ceará,Diário 15,Enchente,2022-08-31,-43.913.393,-37.825.563,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Fortim
204087,Associação de Pesquisa e Preservação de Ecossistemas Aquáticos - AQUASIS,Ceará,Diário 15,Enchente,2022-08-31,-43.912.168,-378.258.892,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Fortim
204086,Associação de Pesquisa e Preservação de Ecossistemas Aquáticos - AQUASIS,Ceará,Diário 15,Enchente,2022-08-31,-43.908.969,-378.266.786,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Fortim
204085,Associação de Pesquisa e Preservação de Ecossistemas Aquáticos - AQUASIS,Ceará,Diário 15,Vazia,2022-08-31,-44.022.064,-377.750.276,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Fortim
204084,Associação de Pesquisa e Preservação de Ecossistemas Aquáticos - AQUASIS,Ceará,Diário 15,Vazante,2022-08-31,-44.369.103,-377.544.305,Reptilia,Testudines,Caretta caretta,Não,Arenoso,Morto,Aracati
204079,Associação de Pesquisa e Preservação de Ecossistemas Aquáticos - AQUASIS,Ceará,Diário 15,Enchente,2022-08-30,-43.150.927,-379.330.458,Reptilia,Testudines,Eretmochelys imbricata,Não,Arenoso,Morto,Beberibe
204075,Associação de Pesquisa e Preservação de Ecossistemas Aquáticos - AQUASIS,Ceará,Diário 15,Enchente,2022-08-30,-40.992.519,-381.491.611,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Cascavel
203929,Associação de Pesquisa e Preservação de Ecossistemas Aquáticos - AQUASIS,Ceará,Diário 15,Vazante,2022-08-30,-39.721.178,-38.251.929,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Cascavel
203928,Associação de Pesquisa e Preservação de Ecossistemas Aquáticos - AQUASIS,Ceará,Diário 15,Vazante,2022-08-30,-39.703.338,-382.535.142,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Cascavel
203926,Associação de Pesquisa e Preservação de Ecossistemas Aquáticos - AQUASIS,Ceará,Diário 15,Vazante,2022-08-30,-39.298.058,-383.141.727,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Aquiraz
203673,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Vazante,2022-08-30,-463.043,-3.750.809,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
203672,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Vazante,2022-08-30,-479.396,-3.726.869,Reptilia,Testudines,Caretta caretta,Não,Arenoso,Morto,Icapuí
203593,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2022-08-30,-493.913,-370.686,Reptilia,Testudines,Chelonia mydas,Não,Rochoso,Morto,Areia Branca
203319,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2022-08-29,-493.708,-3.707.061,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Areia Branca
203220,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Enchente,2022-08-25,-479.365,-372.686,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
203217,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Vazante,2022-08-19,-467.496,-3.740.693,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
203183,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2022-08-28,-508.211,-3.640.331,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Guamaré
202678,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário 15,Enchente,2022-08-19,-481.788,-3.725.941,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
202670,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Enchente,2022-08-23,-489.491,-3.721.092,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Grossos
202556,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário 15,Enchente,2022-08-15,-488.268,-3.722.125,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Tibau
202430,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Enchente,2022-08-20,-493.838,-3.716.291,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Grossos
202039,Associação de Pesquisa e Preservação de Ecossistemas Aquáticos - AQUASIS,Ceará,Diário 15,Enchente,2022-08-10,-4.389.448,-37.827.816,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Fortim
202037,Associação de Pesquisa e Preservação de Ecossistemas Aquáticos - AQUASIS,Ceará,Diário 15,Enchente,2022-08-10,-43.952.674,-378.183.746,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Fortim
201911,Associação de Pesquisa e Preservação de Ecossistemas Aquáticos - AQUASIS,Ceará,Diário 15,Vazia,2022-08-10,-44.296.129,-377.622.843,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Aracati
201910,Associação de Pesquisa e Preservação de Ecossistemas Aquáticos - AQUASIS,Ceará,Diário 15,Vazia,2022-08-10,-4.432.065,-37.759.799,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Aracati
201698,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário 15,Vazante,2022-07-18,-487.602,-3.722.585,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Tibau
201697,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Vazante,2022-07-18,-474.417,-3.728.521,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
201695,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Cheia,2022-08-16,-495.037,-3.714.632,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Grossos
201693,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Vazante,2022-08-16,-462.711,-374.998,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
201692,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Cheia,2022-08-16,-491.748,-3.718.108,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Grossos
201605,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Vazante,2022-08-14,-4.793,-3.726.888,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
201602,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Vazante,2022-08-12,-4.802,-3.726.543,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
201600,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2022-08-12,-484.883,-3.724.334,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Tibau
201596,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2022-08-12,-490.525,-3.720.017,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Grossos
201403,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2022-08-14,-501.294,-3.682.516,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Porto do Mangue
201003,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2022-08-04,-496.836,-3.686.098,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Porto do Mangue
201002,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Vazante,2022-08-01,-472.116,-3.730.508,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
201001,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2022-08-01,-484.098,-372.477,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Tibau
201000,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2022-08-01,-490.276,-3.720.271,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Grossos
200599,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Enchente,2022-08-08,-500.742,-3.683.023,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Porto do Mangue
200504,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Enchente,2022-08-07,-489.628,-3.720.966,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Grossos
200468,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2022-07-31,-486.624,-3.723.275,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Tibau
200466,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2022-07-29,-493.678,-3.693.797,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Areia Branca
200463,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Vazante,2022-07-28,-47.242,-3.730.143,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
200462,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2022-07-28,-48.491,-3.724.309,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Tibau
200412,Associação de Pesquisa e Preservação de Ecossistemas Aquáticos - AQUASIS,Ceará,Diário 15,Vazia,2022-08-10,-44.395.276,-377.532.817,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Aracati
200411,Associação de Pesquisa e Preservação de Ecossistemas Aquáticos - AQUASIS,Ceará,Diário 15,Vazia,2022-08-10,-44.843.242,-377.344.568,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Aracati
200410,Associação de Pesquisa e Preservação de Ecossistemas Aquáticos - AQUASIS,Ceará,Diário 15,Vazante,2022-08-10,-45.620.561,-376.629.688,Reptilia,Testudines,Eretmochelys imbricata,Não,Arenoso,Morto,Aracati
200125,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Enchente,2022-08-06,-47.727.901,-3.727.507,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
200123,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Enchente,2022-08-06,-494.364,-3.715.955,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Grossos
200120,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário 15,Vazante,2022-08-04,-482.082,-372.582,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
200119,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Vazante,2022-08-04,-475.844,-3.727.867,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
200117,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Vazante,2022-08-04,-470.628,-3.731.937,Reptilia,Testudines,Caretta caretta,Não,Arenoso,Morto,Icapuí
200115,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Vazante,2022-08-02,-474.559,-3.728.436,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
200114,Associação de Pesquisa e Preservação de Ecossistemas Aquáticos - AQUASIS,Ceará,Diário 15,Enchente,2022-08-09,-43.645.409,-378.765.102,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Beberibe
200113,Associação de Pesquisa e Preservação de Ecossistemas Aquáticos - AQUASIS,Ceará,Diário 15,Enchente,2022-08-09,-43.615.844,-378.800.564,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Beberibe
200112,Associação de Pesquisa e Preservação de Ecossistemas Aquáticos - AQUASIS,Ceará,Diário 15,Enchente,2022-08-09,-43.575.926,-378.853.142,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Beberibe
200111,Associação de Pesquisa e Preservação de Ecossistemas Aquáticos - AQUASIS,Ceará,Diário 15,Enchente,2022-08-09,-42.612.872,-379.896.491,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Beberibe
200109,Associação de Pesquisa e Preservação de Ecossistemas Aquáticos - AQUASIS,Ceará,Diário 15,Enchente,2022-08-09,-41.791.666,-380.828.744,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Beberibe
200108,Associação de Pesquisa e Preservação de Ecossistemas Aquáticos - AQUASIS,Ceará,Diário 15,Enchente,2022-08-09,-41.268.124,-381.317.653,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Beberibe
200106,Associação de Pesquisa e Preservação de Ecossistemas Aquáticos - AQUASIS,Ceará,Diário 15,Vazante,2022-08-09,-39.569.446,-382.634.068,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Aquiraz
200105,Associação de Pesquisa e Preservação de Ecossistemas Aquáticos - AQUASIS,Ceará,Diário 15,Vazante,2022-08-09,-39.528.587,-382.671.833,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Aquiraz
200104,Associação de Pesquisa e Preservação de Ecossistemas Aquáticos - AQUASIS,Ceará,Diário 15,Vazante,2022-08-09,-39.413.616,-382.803.935,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Aquiraz
200103,Associação de Pesquisa e Preservação de Ecossistemas Aquáticos - AQUASIS,Ceará,Diário 15,Vazante,2022-08-09,-39.094.376,-383.380.153,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Aquiraz
199783,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Enchente,2022-08-08,-478.618,-3.727.092,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
197260,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Enchente,2022-08-06,-492.729,-3.709.324,Reptilia,Testudines,Chelonia mydas,Não,Água,Morto,Areia Branca
197144,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário 15,Vazante,2022-07-30,-48.198.968,-372.579.861,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
197143,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário 15,Vazante,2022-07-30,-481.521,-3.726.066,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
197142,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Enchente,2022-07-22,-486.498,-3.723.342,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Tibau
197140,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Vazante,2022-07-17,-46.382.252,-37.517.817,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
197139,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Vazante,2022-07-17,-473.104,-3.729.456,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
197138,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2022-07-14,-485.767,-3.723.756,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Tibau
197137,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2022-07-12,-488.885,-372.166,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Grossos
197106,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Enchente,2022-07-21,-493.146,-3.699.145,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Areia Branca
197105,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2022-07-18,-499.817,-3.683.796,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Porto do Mangue
197078,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Enchente,2022-07-10,-494.071,-371.449,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Areia Branca
197077,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Enchente,2022-07-09,-493.589,-3.693.895,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Areia Branca
196351,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Vazante,2022-07-29,-478.572,-3.727.111,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
196345,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2022-07-16,-487.371,-3.722.773,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Tibau
196343,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Vazante,2022-07-27,-467.112,-3.741.685,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
196316,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2022-07-03,-489.419,-3.721.185,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Grossos
196314,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2022-07-01,-490.549,-3.719.984,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Grossos
196308,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Vazante,2022-06-19,-47.751,-3.727.431,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
196278,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2022-07-30,-509.559,-3.618.624,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Galinhos
196270,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Enchente,2022-07-08,-478.537,-3.727.116,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
196163,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2022-07-14,-493.835,-3.700.796,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Areia Branca
195846,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2022-07-27,-500.722,-3.683.046,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Porto do Mangue
195587,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Enchente,2022-07-24,-464.248,-3.748.244,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
195554,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Enchente,2022-07-24,-480.159,-3.726.528,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
195440,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2022-06-02,-48.603,-3.723.632,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Tibau
195221,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Enchente,2022-07-23,-492.372,-3.710.113,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Areia Branca
194949,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Enchente,2022-07-21,-477.964,-3.727.289,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
194252,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2022-07-03,-493.314,-3.698.074,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Areia Branca
194112,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Vazante,2022-07-02,-46.666,-3.742.642,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
194111,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Vazante,2022-07-02,-468.355,-3.736.889,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
194110,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário 15,Vazante,2022-07-02,-487.799,-3.722.453,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Tibau
193413,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário 15,Enchente,2022-07-08,-487.792,-3.722.459,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Tibau
193129,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazante,2022-06-27,-485.079,-3.724.205,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Tibau
193123,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Enchente,2022-06-26,-463.168,-3.749.168,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Icapuí
193097,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Enchente,2022-06-25,-503.831,-368.017,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Porto do Mangue
193056,Universidade do Estado do Rio Grande do Norte - UERN,Ceará,Diário,Vazante,2022-06-05,-463.031,-3.750.802,Reptilia,Testudines,Eretmochelys imbricata,Não,Arenoso,Morto,Icapuí
192835,Universidade do Estado do Rio Grande do Norte - UERN,Rio Grande do Norte,Diário,Vazia,2022-06-18,-492.847,-3.709.182,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Areia Branca
