Código,Instituição executora,Estado,Estratégia do trecho,Maré inicial,Data,Ponto - Lat,Ponto - Long,Espécies - Classe,Espécies - Ordem,Espécies - Espécie,Espécie ameaçada,Caracterização do ambiente,Condição,Cidade
325581,Biota,Alagoas,Diário,Vazante,2024-10-22,-1.038.249,-363.215.983,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto,Piaçabuçu
325580,Biota,Alagoas,Diário,Vazante,2024-10-22,-103.717.217,-363.134.683,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto,Piaçabuçu
325489,TAMAR,Sergipe,Diário,Enchente,2024-10-22,-110.581.917,-3.709.627,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Aracaju
325456,TAMAR,Bahia,Diário,Enchente,2024-10-22,-114.830.733,-373.694.517,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto,Jandaíra
325410,TAMAR,Sergipe,Diário,Enchente,2024-10-22,-105.369,-36.494,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Brejo Grande
325237,Biota,Alagoas,Diário,Vazante,2024-10-21,-103.687.517,-3.631.094,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Piaçabuçu
325209,TAMAR,Sergipe,Diário,Vazante,2024-10-21,-107.658.726,-368.761.615,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto,Barra dos Coqueiros
325208,TAMAR,Sergipe,Diário,Vazante,2024-10-21,-107.606.557,-368.712.723,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Vivo,Barra dos Coqueiros
325202,TAMAR,Sergipe,Diário,Vazante,2024-10-21,-109.312.567,-370.158.517,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto,Barra dos Coqueiros
325176,TAMAR,Sergipe,Diário,Vazante,2024-10-21,-106.403.487,-366.937.711,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto,Brejo Grande
325053,TAMAR,Sergipe,Diário,Vazante,2024-10-20,-1.102.996,-370.769.617,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto,Aracaju
325023,TAMAR,Sergipe,Diário,Vazante,2024-10-20,-111.833.596,-371.700.721,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Estância
324751,Biota,Alagoas,Diário,Vazante,2024-10-18,-10.451.045,-363.602.733,Aves,Procellariiformes,Puffinus puffinus,Não,Arenoso,Morto,Piaçabuçu
324749,Biota,Alagoas,Diário,Vazante,2024-10-18,-103.616.725,-363.029.048,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Piaçabuçu
324699,TAMAR,Sergipe,Diário,Vazante,2024-10-17,-108.208.625,-369.256.038,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto,Barra dos Coqueiros
324676,TAMAR,Sergipe,Acionamento,Enchente,2024-10-17,-11.439.519,-373.352.509,Reptilia,Testudines,Chelonia mydas,Não,Água,Vivo,Estância
324637,Biota,Alagoas,Diário,Vazante,2024-10-17,-104.646.883,-363.690.817,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto,Piaçabuçu
324636,Biota,Alagoas,Diário,Vazante,2024-10-17,-104.553,-363.630.183,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto,Piaçabuçu
324624,TAMAR,Sergipe,Diário,Vazante,2024-10-17,-111.314.417,-371.434.433,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto,Aracaju
324573,TAMAR,Sergipe,Diário,Vazante,2024-10-16,-110.687.717,-3.710.365,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto,Aracaju
324572,TAMAR,Sergipe,Diário,Vazante,2024-10-16,-110.646.183,-3.710.081,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto,Aracaju
324514,TAMAR,Sergipe,Diário,Vazante,2024-10-16,-109.174.533,-370.063.567,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto,Barra dos Coqueiros
324503,TAMAR,Sergipe,Diário,Vazante,2024-10-15,-1.110.379,-37.127.495,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto,Aracaju
324502,TAMAR,Sergipe,Diário,Vazante,2024-10-15,-1.109.669,-371.229.233,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto,Aracaju
324501,TAMAR,Sergipe,Diário,Vazante,2024-10-15,-11.092.045,-371.197.217,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto,Aracaju
324372,Biota,Alagoas,Diário,Vazante,2024-10-15,-103.540.717,-3.629.405,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto,Piaçabuçu
324273,TAMAR,Bahia,Diário,Enchente,2024-10-14,-1.151.271,-373.921.633,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto,Jandaíra
324025,TAMAR,Sergipe,Diário,Vazante,2024-10-13,-107.849.399,-368.939.058,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto,Barra dos Coqueiros
324003,Biota,Alagoas,Diário,Vazante,2024-10-13,-104.621.533,-363.672.867,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto,Piaçabuçu
324002,Biota,Alagoas,Diário,Vazante,2024-10-13,-104.608.267,-3.636.638,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto,Piaçabuçu
323822,Biota,Alagoas,Diário,Vazante,2024-10-12,-104.614.467,-363.667.617,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto,Piaçabuçu
323804,Biota,Alagoas,Diário,Vazante,2024-10-11,-104.569.917,-36.363.865,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto,Piaçabuçu
323803,Biota,Alagoas,Diário,Vazante,2024-10-11,-103.714.883,-36.312.915,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto,Piaçabuçu
323547,Biota,Alagoas,Diário,Vazante,2024-10-10,-104.823.867,-363.800.755,Reptilia,Testudines,Eretmochelys imbricata,Sim,Arenoso,Morto,Piaçabuçu
323311,TAMAR,Bahia,Diário,Vazante,2024-10-09,-116.736.683,-37.478.025,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto,Jandaíra
323306,FMA,Sergipe,Diário,Enchente,2024-10-08,-109.700.417,-370.349.367,Aves,Procellariiformes,Puffinus puffinus,Não,Arenoso,Morto,Aracaju
323282,Biota,Alagoas,Diário,Vazante,2024-10-09,-1.036.778,-363.100.567,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Piaçabuçu
323242,TAMAR,Sergipe,Diário,Vazante,2024-10-07,-110.710.867,-371.050.717,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto,Aracaju
323199,TAMAR,Sergipe,Diário,Enchente,2024-10-06,-109.275.225,-370.130.682,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto,Barra dos Coqueiros
323191,FMA,Sergipe,Diário,Vazia,2024-10-08,-110.455.533,-3.708.765,Aves,Procellariiformes,Puffinus puffinus,Não,Arenoso,Morto,Aracaju
323184,FMA,Sergipe,Diário,Vazante,2024-10-08,-11.405.235,-373.138.561,Aves,Procellariiformes,Puffinus puffinus,Não,Arenoso,Vivo,Estância
323144,Biota,Alagoas,Diário,Vazante,2024-10-08,-103.916.633,-363.276.617,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto,Piaçabuçu
323069,TAMAR,Sergipe,Diário,Vazante,2024-10-08,-109.167.489,-37.005.743,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto,Barra dos Coqueiros
322934,TAMAR,Bahia,Diário,Enchente,2024-10-07,-120.627.017,-376.685.217,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto,Conde
322826,Biota,Alagoas,Diário,Vazante,2024-10-06,-104.344.949,-363.515.534,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto,Piaçabuçu
322700,IMA,Bahia,Diário,Vazante,2024-10-05,-1.186.185,-3.756.825,Aves,Procellariiformes,Puffinus puffinus,Não,Arenoso,Morto,Conde
322635,IMA,Bahia,Diário,Vazante,2024-10-04,-115.790.067,-374.303.117,Mammalia,Cetacea,Megaptera novaeangliae,Não,Arenoso,Morto,Jandaíra
322607,TAMAR,Sergipe,Diário,Vazante,2024-10-04,-110.566.583,-370.952.667,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto,Aracaju
322571,Biota,Alagoas,Diário,Vazante,2024-10-04,-104.542.783,-363.622.583,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto,Piaçabuçu
322568,Biota,Alagoas,Diário,Vazante,2024-10-04,-104.863.488,-363.815.249,Aves,Procellariiformes,Puffinus gravis,Sim,Arenoso,Morto,Piaçabuçu
322561,TAMAR,Sergipe,Diário,Vazante,2024-10-04,-109.129.215,-370.029.497,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto,Barra dos Coqueiros
322425,TAMAR,Bahia,Diário,Cheia,2024-10-03,-120.680.133,-376.710.617,Reptilia,Testudines,Caretta caretta,Sim,Arenoso,Morto,Conde
322424,TAMAR,Bahia,Diário,Cheia,2024-10-03,-120.630.367,-376.686.167,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto,Conde
322402,Biota,Alagoas,Diário,Vazante,2024-10-03,-103.712.017,-363.132.117,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto,Piaçabuçu
322305,TAMAR,Sergipe,Diário,Vazante,2024-10-02,-109.129.496,-37.002.821,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto,Barra dos Coqueiros
322303,TAMAR,Bahia,Diário,Vazante,2024-10-02,-12.069.564,-376.716.281,Reptilia,Testudines,Caretta caretta,Sim,Arenoso,Morto,Conde
322177,TAMAR,Bahia,Diário,Vazante,2024-10-01,-1.202.364,-376.477.017,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Conde
322176,Biota,Alagoas,Diário,Vazante,2024-10-01,-104.486.133,-363.589.733,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto,Piaçabuçu
322154,TAMAR,Sergipe,Acionamento,Enchente,2024-09-30,-109.663.896,-370.365.858,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto,Aracaju
322066,TAMAR,Bahia,Diário,Vazia,2024-09-30,-120.892.682,-376.815.079,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto,Conde
322026,Biota,Alagoas,Diário,Vazante,2024-09-30,-104.456.567,-3.635.727,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto,Piaçabuçu
322025,Biota,Alagoas,Diário,Vazante,2024-09-30,-10.402.295,-3.633.411,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto,Piaçabuçu
322021,TAMAR,Sergipe,Diário,Vazante,2024-09-30,-106.015.383,-366.346.183,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto,Brejo Grande
321874,FMA,Sergipe,Diário,Vazante,2024-09-29,-112.835.667,-372.566.417,Aves,Procellariiformes,Puffinus puffinus,Não,Arenoso,Morto,Estância
321828,Biota,Alagoas,Diário,Vazante,2024-09-29,-10.459.345,-363.654.717,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Piaçabuçu
321804,TAMAR,Sergipe,Diário,Vazante,2024-09-28,-113.989.338,-373.114.929,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto,Estância
321744,TAMAR,Bahia,Diário,Vazante,2024-09-28,-118.316.646,-375.540.912,Reptilia,Testudines,Eretmochelys imbricata,Sim,Rochoso,Vivo,Conde
321732,TAMAR,Bahia,Diário,Vazante,2024-09-28,-118.316.646,-375.540.912,Reptilia,Testudines,Lepidochelys olivacea,Sim,Rochoso,Vivo,Conde
321720,TAMAR,Bahia,Diário,Vazia,2024-09-28,-118.316.646,-375.540.912,Reptilia,Testudines,Lepidochelys olivacea,Sim,Rochoso,Vivo,Conde
321710,TAMAR,Sergipe,Diário,Vazante,2024-09-28,-110.066.317,-37.059.495,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto,Aracaju
321550,Biota,Alagoas,Diário,Vazante,2024-09-28,-10.418.055,-363.428.383,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto,Piaçabuçu
321549,Biota,Alagoas,Diário,Vazante,2024-09-28,-103.932.015,-363.286.496,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Piaçabuçu
321481,TAMAR,Sergipe,Diário,Enchente,2024-09-27,-110.112.817,-3.706.292,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto,Aracaju
321414,TAMAR,Sergipe,Diário,Vazante,2024-09-27,-105.359,-36.49,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Vivo,Brejo Grande
321349,Biota,Alagoas,Diário,Vazante,2024-09-27,-10.354.435,-362.937.933,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto,Piaçabuçu
321209,TAMAR,Sergipe,Diário,Enchente,2024-09-26,-109.130.058,-370.029.163,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto,Barra dos Coqueiros
321190,TAMAR,Sergipe,Diário,Enchente,2024-09-26,-105.529.653,-365.332.383,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Brejo Grande
321189,Biota,Alagoas,Diário,Enchente,2024-09-26,-103.753,-36.316,Aves,Procellariiformes,Puffinus puffinus,Não,Arenoso,Vivo,Piaçabuçu
321188,TAMAR,Bahia,Diário,Vazia,2024-09-26,-120.642.201,-376.690.244,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Conde
321185,Biota,Alagoas,Diário,Vazante,2024-09-26,-103.840.383,-36.322.415,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Piaçabuçu
321156,Biota,Alagoas,Diário,Vazante,2024-09-25,-104.022.549,-363.338.619,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto,Piaçabuçu
321150,TAMAR,Sergipe,Diário,Enchente,2024-09-23,-10.995.688,-37.050.553,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto,Aracaju
320970,Biota,Alagoas,Diário,Vazante,2024-09-24,-1.040.609,-363.360.817,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto,Piaçabuçu
320833,TAMAR,Sergipe,Diário,Enchente,2024-09-24,-106.285.661,-366.719.502,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Brejo Grande
320808,TAMAR,Bahia,Diário,Vazia,2024-09-23,-118.218.734,-375.493.899,Reptilia,Testudines,Lepidochelys olivacea,Sim,Rochoso,Morto,Conde
320735,TAMAR,Bahia,Diário,Enchente,2024-09-23,-120.462.433,-376.599.367,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto,Conde
320734,TAMAR,Bahia,Diário,Enchente,2024-09-23,-1.203.711,-376.551.258,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto,Conde
320729,TAMAR,Sergipe,Diário,Enchente,2024-09-22,-110.414.285,-370.849.791,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto,Aracaju
320667,TAMAR,Sergipe,Diário,Vazante,2024-09-22,-109.482.195,-370.265.831,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto,Barra dos Coqueiros
320658,TAMAR,Sergipe,Diário,Vazante,2024-09-22,-113.444.157,-372.914.109,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto,Estância
320481,TAMAR,Bahia,Diário,Vazante,2024-09-20,-11.546.715,-374.130.417,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto,Jandaíra
320416,TAMAR,Bahia,Diário,Vazante,2024-09-19,-114.715.017,-373.567.246,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto,Jandaíra
320269,Biota,Alagoas,Diário,Vazante,2024-09-18,-103.599,-362.987,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Piaçabuçu
320176,FMA,Sergipe,Diário,Vazante,2024-09-17,-11.405.075,-373.103.067,Aves,Suliformes,Fregata magnificens,Não,Arenoso,Vivo,Estância
319869,Biota,Alagoas,Diário,Vazante,2024-09-15,-104.173,-363.425,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto,Piaçabuçu
319758,Biota,Alagoas,Diário,Vazante,2024-09-14,-104.193,-363.436,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto,Piaçabuçu
319756,Biota,Alagoas,Diário,Vazante,2024-09-14,-103.471,-363.008,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Piaçabuçu
319737,TAMAR,Sergipe,Diário,Vazante,2024-09-14,-1.076.603,-368.764.333,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Vivo,Barra dos Coqueiros
319711,FMA,Sergipe,Diário,Vazia,2024-09-14,-110.000.867,-37.054.345,Aves,Suliformes,Fregata magnificens,Não,Arenoso,Morto,Aracaju
319675,TAMAR,Sergipe,Diário,Vazante,2024-09-13,-107.299,-368.386,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Vivo,Brejo Grande
319574,TAMAR,Sergipe,Diário,Enchente,2024-09-13,-110.035.767,-370.569.883,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto,Aracaju
319520,Biota,Alagoas,Diário,Vazante,2024-09-12,-104.694.439,-363.722.779,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto,Piaçabuçu
319351,Biota,Alagoas,Diário,Vazante,2024-09-11,-104.104.067,-363.385.033,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto,Piaçabuçu
318880,TAMAR,Bahia,Diário,Vazante,2024-09-08,-120.892.677,-376.816.504,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto,Conde
318872,Biota,Alagoas,Diário,Vazante,2024-09-08,-10.431.715,-363.500.517,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto,Piaçabuçu
318723,Biota,Alagoas,Diário,Vazante,2024-09-07,-103.934.733,-36.328.735,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Piaçabuçu
318677,TAMAR,Bahia,Diário,Vazante,2024-09-07,-1.176.914,-375.263.639,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto,Conde
318676,TAMAR,Bahia,Diário,Vazante,2024-09-07,-118.089.017,-37.543.645,Reptilia,Testudines,Chelonia mydas,Não,Rochoso,Morto,Conde
318672,TAMAR,Sergipe,Diário,Vazante,2024-09-07,-109.129.446,-370.029.573,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto,Barra dos Coqueiros
318649,TAMAR,Sergipe,Diário,Vazante,2024-09-07,-111.112.783,-371.321.783,Reptilia,Testudines,Eretmochelys imbricata,Sim,Arenoso,Morto,Aracaju
318608,TAMAR,Sergipe,Acionamento,Vazante,2024-09-06,-109.667.696,-370.362.167,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto,Aracaju
318569,TAMAR,Sergipe,Diário,Vazante,2024-09-06,-111.204.617,-3.713.693,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto,Aracaju
318487,Biota,Alagoas,Diário,Vazante,2024-09-06,-104.847.799,-363.812.942,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Piaçabuçu
318337,Biota,Alagoas,Diário,Vazante,2024-09-05,-104.841.047,-363.808.823,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto,Piaçabuçu
318336,Biota,Alagoas,Diário,Vazante,2024-09-05,-10.457.405,-363.642.933,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto,Piaçabuçu
318144,TAMAR,Sergipe,Diário,Vazante,2024-09-03,-1.112.361,-371.391.367,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Aracaju
318117,Biota,Alagoas,Diário,Vazante,2024-09-03,-103.619.767,-363.010.617,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Piaçabuçu
318078,TAMAR,Bahia,Diário,Vazante,2024-09-03,-11.783,-375.325.383,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Conde
318046,TAMAR,Bahia,Diário,Vazante,2024-09-02,-115.654.347,-374.233.522,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Jandaíra
317981,FMA,Sergipe,Diário,Vazia,2024-09-02,-11.077.125,-371.093.617,Aves,Suliformes,Fregata magnificens,Não,Arenoso,Morto,Aracaju
317871,Biota,Alagoas,Diário,Vazante,2024-09-01,-10.449.012,-363.592.552,Aves,Suliformes,Fregata magnificens,Não,Arenoso,Morto,Piaçabuçu
317837,Biota,Alagoas,Diário,Vazante,2024-09-01,-104.204.433,-3.634.428,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto,Piaçabuçu
317828,FMA,Sergipe,Diário,Vazia,2024-09-01,-111.172.283,-37.135.475,Aves,Procellariiformes,Puffinus puffinus,Não,Arenoso,Morto,Aracaju
317825,IMA,Bahia,Diário,Vazante,2024-09-01,-116.188.654,-374.491.316,Aves,Procellariiformes,Puffinus puffinus,Não,Arenoso,Vivo,Jandaíra
317797,TAMAR,Sergipe,Diário,Vazante,2024-09-01,-105.568.833,-365.418.717,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto,Brejo Grande
317781,TAMAR,Sergipe,Diário,Enchente,2024-08-29,-11.023.965,-37.072.457,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Vivo,Aracaju
317625,FMA,Sergipe,Diário,Vazante,2024-08-30,-109.918.138,-370.506.535,Aves,Procellariiformes,Procellaria aequinoctialis,Sim,Outros,Vivo,Aracaju
317478,FMA,Sergipe,Diário,Enchente,2024-08-30,-10.992.135,-37.047.165,Aves,Procellariiformes,Puffinus puffinus,Não,Arenoso,Morto,Aracaju
317395,Biota,Alagoas,Diário,Vazante,2024-08-30,-104.109.333,-363.390.867,Aves,Procellariiformes,Procellaria aequinoctialis,Sim,Arenoso,Morto,Piaçabuçu
317382,TAMAR,Bahia,Diário,Vazia,2024-08-30,-11.980.545,-376.239.967,Reptilia,Testudines,Caretta caretta,Sim,Arenoso,Morto,Conde
317018,TAMAR,Sergipe,Diário,Vazante,2024-08-29,-107.069.238,-368.109.938,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Vivo,Brejo Grande
316997,Biota,Alagoas,Diário,Vazante,2024-08-29,-103.609.817,-362.989.683,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Piaçabuçu
316996,Biota,Alagoas,Diário,Vazante,2024-08-29,-1.035.967,-362.985.983,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Piaçabuçu
316979,FMA,Sergipe,Diário,Vazante,2024-08-29,-1.077.976,-368.890.283,Aves,Procellariiformes,Puffinus puffinus,Não,Arenoso,Morto,Barra dos Coqueiros
316966,FMA,Sergipe,Diário,Vazante,2024-08-28,-107.472.469,-368.572.998,Aves,Procellariiformes,Puffinus puffinus,Não,Arenoso,Vivo,Barra dos Coqueiros
316811,TAMAR,Sergipe,Diário,Enchente,2024-08-28,-105.372.082,-364.928.525,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Vivo,Brejo Grande
316810,TAMAR,Sergipe,Diário,Enchente,2024-08-28,-105.366.451,-364.917.691,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Vivo,Brejo Grande
316759,TAMAR,Sergipe,Diário,Enchente,2024-08-28,-109.130.713,-370.029.449,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto,Barra dos Coqueiros
316669,Biota,Alagoas,Diário,Vazante,2024-08-28,-10.388.255,-363.250.167,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto,Piaçabuçu
316637,TAMAR,Sergipe,Diário,Enchente,2024-08-27,-111.225,-37.138.135,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto,Aracaju
316611,FMA,Sergipe,Diário,Vazante,2024-08-27,-109.745.248,-370.335.328,Mammalia,Cetacea,Sotalia guianensis,Sim,Arenoso,Morto,Aracaju
316567,TAMAR,Bahia,Diário,Enchente,2024-08-26,-117.151.117,-374.994.117,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto,Jandaíra
316491,TAMAR,Sergipe,Diário,Enchente,2024-08-27,-105.604.803,-365.504.321,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Brejo Grande
316490,TAMAR,Sergipe,Diário,Enchente,2024-08-27,-105.555.668,-365.388.394,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto,Brejo Grande
316485,TAMAR,Sergipe,Diário,Enchente,2024-08-27,-109.217.663,-370.094.911,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto,Barra dos Coqueiros
316440,Biota,Alagoas,Diário,Vazante,2024-08-26,-103.929.233,-363.285.533,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto,Piaçabuçu
316419,TAMAR,Bahia,Diário,Vazante,2024-08-26,-11.817.465,-375.476.967,Reptilia,Testudines,Caretta caretta,Sim,Arenoso,Morto,Conde
316284,Biota,Alagoas,Diário,Vazante,2024-08-25,-1.046.929,-3.637.219,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto,Piaçabuçu
316283,Biota,Alagoas,Diário,Vazante,2024-08-25,-104.074.983,-363.370.917,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto,Piaçabuçu
316282,Biota,Alagoas,Diário,Vazante,2024-08-25,-1.035.637,-3.629.587,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Piaçabuçu
316022,Biota,Alagoas,Diário,Vazante,2024-08-24,-104.034.467,-363.348.467,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto,Piaçabuçu
316021,Biota,Alagoas,Diário,Vazante,2024-08-24,-103.816.367,-363.210.767,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Piaçabuçu
316013,TAMAR,Sergipe,Diário,Vazante,2024-08-24,-109.201.216,-37.008.266,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto,Barra dos Coqueiros
315935,TAMAR,Sergipe,Diário,Cheia,2024-08-23,-11.107.835,-371.301.467,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto,Aracaju
315871,FMA,Sergipe,Diário,Vazia,2024-08-23,-11.072.045,-37.105.405,Aves,Procellariiformes,Puffinus puffinus,Não,Arenoso,Morto,Aracaju
315822,TAMAR,Bahia,Diário,Vazante,2024-08-23,-11.887.085,-37.579.725,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto,Conde
315744,Biota,Alagoas,Diário,Enchente,2024-08-22,-10.347.705,-363.001.033,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Piaçabuçu
315741,TAMAR,Sergipe,Diário,Vazante,2024-08-22,-111.067.133,-3.712.953,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Vivo,Aracaju
315456,FMA,Sergipe,Diário,Vazia,2024-08-19,-111.222.017,-371.379.667,Aves,Suliformes,Fregata magnificens,Não,Arenoso,Morto,Aracaju
