Código,Instituição executora,Estado,Cidade,Praia,Estratégia do trecho,Maré inicial,Data,Ponto - Lat,Ponto - Long,Espécies - Classe,Espécies - Ordem,Espécies - Espécie,Espécie ameaçada,Caracterização do ambiente,Condição
323775,Trecho 10,São Paulo,São Sebastião,Praia da Baleia,Semanal,Vazante,2024-10-11,-237.752.554,-456.722.018,Mammalia,Cetacea,Pontoporia blainvillei,Sim,Arenoso,Morto
323731,Trecho 08,São Paulo,Peruíbe,Guaraú,Diário,Enchente,2024-10-11,-243.703.769,-47.012.406,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
323729,Trecho 08,São Paulo,Itanhaém,Itanhaém,Acionamento,Cheia,2024-10-11,-241.870.329,-467.898.244,Reptilia,Testudines,Caretta caretta,Sim,Arenoso,Morto
323728,Trecho 08,São Paulo,Itanhaém,Peruíbe - Itanhaém,Diário,Cheia,2024-10-11,-242.601.467,-469.123.967,Reptilia,Testudines,Caretta caretta,Sim,Outros,Morto
323727,Trecho 08,São Paulo,Itanhaém,Peruíbe - Itanhaém,Diário,Cheia,2024-10-11,-242.601.667,-469.123.917,Reptilia,Testudines,Lepidochelys olivacea,Sim,Outros,Morto
323726,Trecho 08,São Paulo,Itanhaém,Peruíbe - Itanhaém,Diário,Cheia,2024-10-11,-242.601.427,-469.122.652,Reptilia,Testudines,Caretta caretta,Sim,Outros,Morto
323703,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2024-10-11,-248.052.883,-476.323.555,Reptilia,Testudines,Caretta caretta,Sim,Arenoso,Morto
323702,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2024-10-11,-24.826.535,-476.611.797,Reptilia,Testudines,Caretta caretta,Sim,Arenoso,Morto
323701,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2024-10-11,-248.447.206,-476.854.943,Reptilia,Testudines,Caretta caretta,Sim,Arenoso,Morto
323700,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2024-10-11,-250.098.953,-478.710.168,Mammalia,Cetacea,Pontoporia blainvillei,Sim,Arenoso,Morto
323699,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2024-10-11,-250.289.703,-478.827.251,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
323698,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2024-10-11,-250.320.497,-478.840.118,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto
323697,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2024-10-11,-250.374.062,-478.854.864,Aves,Procellariiformes,Puffinus puffinus,Não,Arenoso,Morto
323696,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2024-10-11,-250.406.553,-478.859.502,Reptilia,Testudines,Caretta caretta,Sim,Arenoso,Morto
323695,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2024-10-11,-250.407.696,-47.885.914,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto
323683,Trecho 10,São Paulo,Caraguatatuba,Flecheiras,Diário,Enchente,2024-10-11,-2.368.848,-4.543.029,Aves,Procellariiformes,Puffinus puffinus,Não,Arenoso,Morto
323645,Trecho 10,São Paulo,Caraguatatuba,Praia das Palmeiras,Diário,Enchente,2024-10-11,-236.700.434,-454.301.379,Reptilia,Testudines,Chelonia mydas,Sim,Arenoso,Morto
323644,Trecho 10,São Paulo,Caraguatatuba,Pan BrasilAruan,Diário,Enchente,2024-10-11,-236.452.597,-454.242.126,Reptilia,Testudines,Chelonia mydas,Sim,Arenoso,Morto
323610,Trecho 10,São Paulo,São Sebastião,Juréia,Diário,Enchente,2024-10-10,-237.656.775,-457.876.253,Reptilia,Testudines,Chelonia mydas,Sim,Arenoso,Morto
323602,Trecho 08,São Paulo,Mongaguá,Mongaguá,Diário,Enchente,2024-10-11,-241.214.526,-466.687.909,Reptilia,Testudines,Caretta caretta,Sim,Arenoso,Morto
323578,Trecho 08,São Paulo,Peruíbe,Peruíbe,Diário,Enchente,2024-10-10,-243.286.583,-469.978.981,Reptilia,Testudines,Chelonia mydas,Sim,Arenoso,Morto
323546,Trecho 10,São Paulo,Caraguatatuba,Pan BrasilAruan,Diário,Enchente,2024-10-10,-23.643.739,-45.423.251,Reptilia,Testudines,Chelonia mydas,Sim,Arenoso,Morto
323542,Trecho 09,São Paulo,Santos,"Praia do José Menino, Praia do Gonzaga, Praia do Boqueirão, Praia do Embaré, Praia Aparecida, Ponta da Praia",Diário,Enchente,2024-10-10,-239.697.781,-463.495.026,Reptilia,Testudines,Chelonia mydas,Sim,Arenoso,Morto
323516,Trecho 10,São Paulo,Ilhabela,Santa Tereza,Diário,Enchente,2024-10-10,-23.769.955,-45.351.755,Reptilia,Testudines,Chelonia mydas,Sim,Arenoso,Morto
323435,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2024-10-10,-24.930.889,-477.945.903,Mammalia,Cetacea,Pontoporia blainvillei,Sim,Arenoso,Morto
323434,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2024-10-10,-249.095.657,-477.686.029,Mammalia,Cetacea,Pontoporia blainvillei,Sim,Arenoso,Morto
323433,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2024-10-10,-248.607.963,-477.068.642,Reptilia,Testudines,Caretta caretta,Sim,Arenoso,Morto
323373,Trecho 08,São Paulo,Mongaguá,Mongaguá,Diário,Enchente,2024-10-10,-241.044.586,-466.360.604,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto
323371,Trecho 08,São Paulo,"Mongaguá,Praia Grande",Praia Grande - Mongaguá,Diário,Enchente,2024-10-10,-240.711.012,-465.679.055,Reptilia,Testudines,Chelonia mydas,Sim,Arenoso,Morto
323370,Trecho 09,São Paulo,Guarujá,Enseada-Guarujá,Diário,Enchente,2024-10-10,-239.885.124,-462.049.551,Aves,Charadriiformes,Larus dominicanus,Não,Arenoso,Morto
323369,Trecho 09,São Paulo,Guarujá,Enseada-Guarujá,Diário,Cheia,2024-10-10,-239.854.276,-462.178.046,Aves,Charadriiformes,Larus dominicanus,Não,Arenoso,Vivo
323310,Trecho 10,São Paulo,São Sebastião,Praia da Baleia,Semanal,Vazante,2024-10-09,-237.755.355,-456.710.029,Mammalia,Cetacea,Pontoporia blainvillei,Sim,Arenoso,Morto
323308,Trecho 09,São Paulo,Guarujá,Monduba,Acionamento,Cheia,2024-10-09,-2.402.557,-4.628.393,Reptilia,Testudines,Chelonia mydas,Sim,Arenoso,Morto
323302,Trecho 08,São Paulo,Praia Grande,Praia Grande,Diário,Vazante,2024-10-09,-240.149.814,-464.145.844,Mammalia,Cetacea,Pontoporia blainvillei,Sim,Arenoso,Morto
323259,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2024-10-09,-250.156.338,-478.749.905,Reptilia,Testudines,Caretta caretta,Sim,Arenoso,Morto
323258,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2024-10-09,-250.462.012,-478.867.433,Reptilia,Testudines,Chelonia mydas,Sim,Arenoso,Morto
323213,Trecho 10,São Paulo,Ubatuba,Praia da EnseadaUbatuba,Diário,Vazante,2024-10-09,-234.940.767,-450.855.283,Reptilia,Testudines,Chelonia mydas,Sim,Arenoso,Morto
323212,Trecho 08,São Paulo,"Mongaguá,Praia Grande",Praia Grande - Mongaguá,Diário,Cheia,2024-10-09,-240.924.933,-466.118.812,Aves,Charadriiformes,Sterna hirundinacea,Não,Arenoso,Vivo
323210,Trecho 10,São Paulo,Ilhabela,Balsa,Diário,Vazante,2024-10-09,-23.819.585,-453.738.638,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Vivo
323168,Trecho 10,São Paulo,Ilhabela,Praia não identificada,Diário,Vazante,2024-10-08,-23.900.365,-452.442.933,Aves,Procellariiformes,Puffinus puffinus,Não,Água,Vivo
323146,Trecho 09,São Paulo,Bertioga,Guaratuba,Diário,Vazante,2024-10-08,-237.792.219,-459.585.721,Reptilia,Testudines,Caretta caretta,Sim,Arenoso,Morto
323118,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2024-10-08,-250.442.245,-478.862.249,Reptilia,Testudines,Chelonia mydas,Sim,Arenoso,Morto
323117,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2024-10-08,-250.215.736,-478.787.781,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
323116,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2024-10-08,-250.165.254,-478.755.944,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
323115,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2024-10-08,-249.999.801,-478.632.933,Reptilia,Testudines,Caretta caretta,Sim,Arenoso,Morto
323114,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2024-10-08,-24.990.258,-47.855.537,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
323113,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2024-10-08,-249.867.233,-478.525.954,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
323112,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2024-10-08,-249.803.267,-478.468.465,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
323111,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2024-10-08,-249.693.949,-478.366.578,Aves,Procellariiformes,Thalassarche melanophris,Não,Arenoso,Morto
323110,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2024-10-08,-249.614.457,-478.287.472,Reptilia,Testudines,Caretta caretta,Sim,Arenoso,Morto
323109,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2024-10-08,-247.792.974,-475.956.087,Reptilia,Testudines,Caretta caretta,Sim,Arenoso,Morto
323108,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2024-10-08,-247.203.372,-47.497.216,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
323089,Trecho 10,São Paulo,Ubatuba,Fazenda,Semanal,Vazante,2024-10-08,-233.609.053,-448.496.288,Reptilia,Testudines,Chelonia mydas,Sim,Arenoso,Morto
323079,Trecho 09,São Paulo,Guarujá,São Pedro/ Taguaiba/ Iporanga,Acionamento,Vazante,2024-10-08,-239.074.942,-461.634.509,Reptilia,Testudines,Caretta caretta,Sim,Arenoso,Morto
323064,Trecho 10,São Paulo,Ilhabela,Praia Brava,Diário,Enchente,2024-10-08,-238.419.623,-454.021.275,Reptilia,Testudines,Chelonia mydas,Sim,Rochoso,Morto
323049,Trecho 10,São Paulo,Caraguatatuba,Porto Novo,Diário,Vazante,2024-10-08,-2.370.366,-4.542.744,Reptilia,Testudines,Chelonia mydas,Sim,Arenoso,Morto
323032,Trecho 08,São Paulo,Itanhaém,Itanhaém,Diário,Enchente,2024-10-07,-242.008.171,-468.124.355,Reptilia,Testudines,Chelonia mydas,Sim,Arenoso,Morto
323031,Trecho 08,São Paulo,Itanhaém,Itanhaém,Diário,Enchente,2024-10-07,-242.290.566,-468.624.411,Reptilia,Testudines,Caretta caretta,Sim,Arenoso,Morto
323024,Trecho 08,São Paulo,Praia Grande,Praia Grande,Diário,Vazante,2024-10-07,-24.017.678,-464.373.728,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Outros,Morto
322978,Trecho 09,São Paulo,São Vicente,Itaquitanduva,Diário,Vazia,2024-10-07,-239.962.988,-463.895.016,Reptilia,Testudines,Caretta caretta,Sim,Rochoso,Morto
322974,Trecho 09,São Paulo,São Vicente,Itaquitanduva,Diário,Vazia,2024-10-07,-2.399.842,-4.639.201,Reptilia,Testudines,Chelonia mydas,Sim,Arenoso,Morto
322963,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2024-10-07,-24.812.887,-476.432.412,Mammalia,Cetacea,Pontoporia blainvillei,Sim,Arenoso,Morto
322962,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2024-10-07,-248.315.301,-476.678.249,Reptilia,Testudines,Caretta caretta,Sim,Arenoso,Morto
322961,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2024-10-07,-248.911.888,-477.456.417,Reptilia,Testudines,Caretta caretta,Sim,Arenoso,Morto
322960,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2024-10-07,-249.022.256,-477.595.362,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
322959,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2024-10-07,-249.287.194,-477.918.476,Reptilia,Testudines,Caretta caretta,Sim,Arenoso,Morto
322958,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2024-10-07,-249.452.003,-478.109.157,Reptilia,Testudines,Caretta caretta,Sim,Arenoso,Morto
322939,Trecho 08,São Paulo,Peruíbe,Jardim Guaraú,Diário,Vazante,2024-10-07,-243.334.048,-470.020.788,Mammalia,Cetacea,Pontoporia blainvillei,Sim,Arenoso,Morto
322937,Trecho 10,São Paulo,São Sebastião,Cigarras,Diário,Vazante,2024-10-07,-237.300.099,-453.995.204,Reptilia,Testudines,Chelonia mydas,Sim,Arenoso,Morto
322926,Trecho 10,São Paulo,Ubatuba,Itaguá,Diário,Vazante,2024-10-07,-234.562.955,-450.604.559,Reptilia,Testudines,Chelonia mydas,Sim,Arenoso,Morto
322921,Trecho 09,São Paulo,Guarujá,Astúrias,Diário,Vazante,2024-10-07,-240.044.251,-462.668.757,Reptilia,Testudines,Eretmochelys imbricata,Sim,Arenoso,Morto
322920,Trecho 08,São Paulo,Peruíbe,Peruíbe,Diário,Enchente,2024-10-06,-242.937.347,-469.593.454,Reptilia,Testudines,Caretta caretta,Sim,Arenoso,Morto
322919,Trecho 08,São Paulo,Itanhaém,Praia dos Pescadores,Diário,Vazante,2024-10-06,-241.907.677,-46.792.717,Reptilia,Testudines,Chelonia mydas,Sim,Arenoso,Morto
322917,Trecho 09,São Paulo,São Vicente,Itararé,Diário,Vazante,2024-10-06,-239.738.853,-463.678.823,Reptilia,Testudines,Chelonia mydas,Sim,Arenoso,Morto
322916,Trecho 09,São Paulo,Santos,"Praia do José Menino, Praia do Gonzaga, Praia do Boqueirão, Praia do Embaré, Praia Aparecida, Ponta da Praia",Diário,Cheia,2024-10-06,-239.713.379,-46.352.616,Reptilia,Testudines,Chelonia mydas,Sim,Arenoso,Morto
322903,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Enchente,2024-10-06,-2.500.442,-478.666,Reptilia,Testudines,Caretta caretta,Sim,Arenoso,Morto
322899,Trecho 10,São Paulo,São Sebastião,Praia da EnseadaSão Sebastião,Diário,Enchente,2024-10-06,-237.247.037,-45.420.621,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto
322883,Trecho 08,São Paulo,Itanhaém,Praia não identificada,Diário,Enchente,2024-10-06,-241.975.074,-46.804.443,Reptilia,Testudines,Chelonia mydas,Sim,Rochoso,Morto
322882,Trecho 08,São Paulo,Praia Grande,Praia Grande,Diário,Enchente,2024-10-06,-240.231.436,-464.552.925,Mammalia,Cetacea,Pontoporia blainvillei,Sim,Arenoso,Morto
322881,Trecho 08,São Paulo,Itanhaém,Itanhaém,Diário,Enchente,2024-10-06,-241.537.101,-467.275.791,Aves,Suliformes,Sula leucogaster,Não,Arenoso,Vivo
322859,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Enchente,2024-10-06,-247.208.154,-474.981.901,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
322858,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2024-10-06,-248.023.221,-476.287.012,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto
322857,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2024-10-06,-248.136.671,-476.441.565,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
322856,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2024-10-06,-249.193.199,-477.804.592,Reptilia,Testudines,Chelonia mydas,Sim,Arenoso,Morto
322855,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2024-10-06,-249.320.422,-477.958.327,Aves,Procellariiformes,Thalassarche melanophris,Não,Arenoso,Morto
322843,Trecho 08,São Paulo,Itanhaém,Peruíbe - Itanhaém,Diário,Vazante,2024-10-06,-242.669.525,-469.219.499,Reptilia,Testudines,Caretta caretta,Sim,Arenoso,Morto
322821,Trecho 09,São Paulo,Guarujá,Pereque,Diário,Vazante,2024-10-06,-239.347.869,-461.807.513,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto
322820,Trecho 10,São Paulo,Ubatuba,Itaguá,Diário,Cheia,2024-10-06,-234.570.797,-450.583.434,Reptilia,Testudines,Chelonia mydas,Sim,Água,Vivo
322817,Trecho 08,São Paulo,Peruíbe,Peruíbe,Diário,Vazante,2024-10-06,-243.077.101,-469.767.539,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
322816,Trecho 08,São Paulo,"Mongaguá,Praia Grande",Praia Grande - Mongaguá,Diário,Vazante,2024-10-06,-240.728.008,-465.708.735,Mammalia,Cetacea,Pontoporia blainvillei,Sim,Arenoso,Morto
322807,Trecho 09,São Paulo,Guarujá,Mar Casado/Pernambuco,Diário,Enchente,2024-10-05,-2.397.234,-4.618.781,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
322802,Trecho 08,São Paulo,Peruíbe,Peruíbe,Diário,Cheia,2024-10-05,-242.741.439,-469.338.218,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Vivo
322764,Trecho 09,São Paulo,São Vicente,Itararé,Diário,Vazante,2024-10-05,-239.714.168,-46.363.651,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
322752,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazia,2024-10-05,-247.052.574,-474.676.591,Reptilia,Testudines,Caretta caretta,Sim,Arenoso,Morto
322751,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2024-10-05,-247.477.457,-475.454.347,Reptilia,Testudines,Caretta caretta,Sim,Arenoso,Morto
322750,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2024-10-05,-247.477.442,-475.454.324,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
322749,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2024-10-05,-247.479.608,-475.459.904,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
322748,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2024-10-05,-247.482.809,-475.468.853,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
322747,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2024-10-05,-247.745.339,-475.884.535,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
322746,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2024-10-05,-247.820.336,-475.997.409,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
322745,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2024-10-05,-247.832.225,-476.017.422,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
322744,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2024-10-05,-248.002.769,-47.625.833,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
322743,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2024-10-05,-248.112.162,-476.407.996,Reptilia,Testudines,Caretta caretta,Sim,Arenoso,Morto
322742,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2024-10-05,-249.276.683,-47.790.686,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
322741,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2024-10-05,-250.093.673,-478.707.731,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
322740,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2024-10-05,-250.163.893,-478.754.701,Aves,Suliformes,Sula leucogaster,Não,Arenoso,Morto
322728,Trecho 08,São Paulo,Itanhaém,Itanhaém,Diário,Vazante,2024-10-05,-2.424.609,-468.888.382,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
322727,Trecho 08,São Paulo,Itanhaém,Itanhaém,Diário,Vazante,2024-10-05,-24.234.495,-468.717.775,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto
322725,Trecho 08,São Paulo,Itanhaém,Itanhaém,Diário,Vazante,2024-10-05,-24.220.274,-468.488.313,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
322724,Trecho 08,São Paulo,Itanhaém,Itanhaém,Diário,Vazante,2024-10-05,-242.080.989,-468.287.848,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
322711,Trecho 10,São Paulo,Ubatuba,Lagoinha,Diário,Vazante,2024-10-05,-235.207.827,-451.901.472,Reptilia,Testudines,Chelonia mydas,Sim,Arenoso,Morto
322707,Trecho 08,São Paulo,"Mongaguá,Praia Grande",Praia Grande - Mongaguá,Diário,Vazante,2024-10-05,-240.451.545,-46.510.396,Reptilia,Testudines,Caretta caretta,Sim,Arenoso,Morto
322706,Trecho 08,São Paulo,Mongaguá,Mongaguá,Diário,Vazante,2024-10-05,-241.172.691,-466.614.465,Reptilia,Testudines,Caretta caretta,Sim,Arenoso,Morto
322701,Trecho 10,São Paulo,Ilhabela,Siriúba,Diário,Vazante,2024-10-05,-237.543.899,-453.495.799,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
322696,Trecho 09,São Paulo,Guarujá,Mar Casado/Pernambuco,Diário,Vazante,2024-10-05,-239.607.194,-461.821.459,Aves,Suliformes,Sula leucogaster,Não,Arenoso,Morto
322695,Trecho 09,São Paulo,Guarujá,Mar Casado/Pernambuco,Diário,Vazante,2024-10-05,-239.628.157,-461.840.376,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
322693,Trecho 09,São Paulo,Guarujá,Enseada-Guarujá,Diário,Vazante,2024-10-05,-239.877.184,-462.309.997,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
322682,Trecho 08,São Paulo,"Mongaguá,Praia Grande",Praia Grande - Mongaguá,Diário,Vazante,2024-10-04,-24.094.666,-466.160.573,Reptilia,Testudines,Caretta caretta,Sim,Arenoso,Morto
322681,Trecho 08,São Paulo,Itanhaém,Itanhaém,Diário,Cheia,2024-10-04,-242.081.054,-468.304.144,Aves,Procellariiformes,Puffinus puffinus,Não,Arenoso,Vivo
322673,Trecho 08,São Paulo,Mongaguá,Mongaguá,Diário,Enchente,2024-10-04,-241.401.246,-467.041.057,Reptilia,Testudines,Caretta caretta,Sim,Arenoso,Morto
322672,Trecho 08,São Paulo,Mongaguá,Mongaguá,Diário,Enchente,2024-10-04,-241.213.158,-466.691.865,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto
322671,Trecho 08,São Paulo,Itanhaém,Itanhaém,Diário,Enchente,2024-10-04,-242.169.173,-468.432.846,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto
322670,Trecho 10,São Paulo,São Sebastião,São Francisco,Acionamento,Vazante,2024-10-04,-23.754.263,-454.123.735,Aves,Charadriiformes,Sterna hirundinacea,Não,Arenoso,Vivo
322668,Trecho 10,São Paulo,São Sebastião,Juquehy,Semanal,Indeterminado,2024-10-04,-237.692.648,-45.722.571,Reptilia,Testudines,Caretta caretta,Sim,Água,Morto
322665,Trecho 08,São Paulo,Peruíbe,Peruíbe,Diário,Cheia,2024-10-04,-242.842.576,-469.477.575,Reptilia,Testudines,Caretta caretta,Sim,Arenoso,Morto
322661,Trecho 09,São Paulo,Guarujá,Mar Casado/Pernambuco,Diário,Enchente,2024-10-04,-239.665.104,-461.855.995,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto
322640,Trecho 08,São Paulo,Itanhaém,Itanhaém,Diário,Enchente,2024-10-04,-242.312.944,-468.670.213,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Vivo
322626,Trecho 09,São Paulo,São Vicente,Itaquitanduva,Diário,Vazante,2024-10-04,-23.996.711,-463.902.147,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
322605,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Enchente,2024-10-04,-247.167.878,-474.902.025,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
322604,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Enchente,2024-10-04,-247.253.973,-475.056.057,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
